the_geom,ID Upra,ID Incoder,Nombre Distrito,Código departamento,Departamento,Código municipio,Municipio,Vereda,Área neta,Área bruta,Escala,Altitud,Tipo de Distrito ,Etapa Distrito,Funciona,Numero usuarios,Administra,Asociación de usuarios,Resolucion,Usos actuales,CAR,Fuentes hídricas,Concesion,Polígono,Entidad fuente,Longitud,Latitud,Nombre subzona hidrográfica,Código Subzona hidrográfica
POINT (-77.1981682194092 1.4230651282793638),ADTP0415,413,QUITUPAMBA,52,NARIÑO,52110,BUESACO,QUITUPAMBA,,,,,,,,,,,,,,,,,,,,,
POINT (-77.21241234109027 1.3999107328252813),ADTP0416,414,ROSAL DEL MONTE,52,NARIÑO,52110,BUESACO,ROSAL DEL MONTE,,,,,,,,,,,,,,,,,,,,,
POINT (-77.21814638055457 1.377847958702317),ADTP0417,415,TONGOSOY,52,NARIÑO,52110,BUESACO,TONGOSOY,73,0,Pequeña,1979,Riego y Drenaje,AOM,SI,53,ASOCIACION DE USUARIOS,ASOTONGOSOY,846 del 23/09/1993,Fríjol,,,,,,,,,
POINT (-77.26628147053407 1.3913010721990062),ADTP0418,416,GUAYABILLOS,52,NARIÑO,52240,CHACHAGUÍ,PASISARA,,,,,,,,,,,,,,,,,,,,,
POINT (-77.07651922222313 1.6503191885965525),ADTP0419,417,SAN MATEO,52,NARIÑO,52203,COLÓN (Génova),SAN MATEO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.43560753078854 1.1945563125503806),ADTP0420,418,BOMBONA,52,NARIÑO,52207,CONSACÁ,BOMBONA,43,0,Pequeña,1734,Riego y Drenaje,AOM,SI,43,ASOCIACION DE USUARIOS,ASOBOMBONA,527 del 10/12/1997,Caña,,,,,,,,,
POINT (-77.4463764371795 1.2078945063370072),ADTP0421,419,CARIACO BAJO,52,NARIÑO,52207,CONSACÁ,SIN INFORMACIÓN,120,0,Pequeña,0,Riego y Drenaje,AOM,SI,132,ASOCIACION DE USUARIOS,ASO - SAN MIGUEL DE CARIACO BAJO,451 del 15/08/2012,Tomate,,,,,,,,,
POINT (-77.46443788952342 1.2443215375890608),ADTP0422,420,EL TEJAR,52,NARIÑO,52207,CONSACÁ,TEJAR,17,0,Pequeña,1913,Riego y Drenaje,AOM,SI,39,ASOCIACION DE USUARIOS,ASOTEJAR,SIN INFORMACIÓN,Tomate,,,,,,,,,
POINT (-77.48043775958527 1.2017852370395437),ADTP0423,421,ROSARIO BAJO,52,NARIÑO,52207,CONSACÁ,ROSARIO BAJO,43,0,Pequeña,0,Riego y Drenaje,AOM,SI,36,ASOCIACION DE USUARIOS,ASOROSARIO BAJO,100 del 25/01/1994,Café,,,,,,,,,
POINT (-77.49693709724149 1.2538484021962266),ADTP0424,422,SAN RAFAEL,52,NARIÑO,52207,CONSACÁ,SAN RAFAEL,,,,,,,,,,,,,,,,,,,,,
POINT (-77.43344671195374 1.205218752105848),ADTP0425,423,SANTA INÉS,52,NARIÑO,52207,CONSACÁ,SANTA INES,,,,,,,,,,,,,,,,,,,,,
POINT (-77.54487496070752 0.914071515868409),ADTP0426,424,SAN FRANCISCO,52,NARIÑO,52210,CONTADERO,SAN FRANCISCO,65,0,Pequeña,0,Riego y Drenaje,AOM,SI,92,ASOCIACION DE USUARIOS,ASOSAN FRANCISCO,850 del 16/12/1990,Zanahoria,,,,,,,,,
POINT (-77.88961784376026 0.9117767770813446),ADTP0427,425,EL SAUCE,52,NARIÑO,52227,CUMBAL,CUETIAL,20,0,Pequeña,0,Riego y Drenaje,AOM,SI,6,ASOCIACION DE USUARIOS,EL SAUCE,302 del 2001,Papa,,,,,,,,,
POINT (-77.91940491545391 0.9059776235514422),ADTP0428,426,GUAMIALAMAG,52,NARIÑO,52227,CUMBAL,SIN INFORMACIÓN,97,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,47,SIN INFORMACIÓN,ASOGUAMIALAMAG,40 del 27/01/2003,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,77° 55.164' W,0° 54.359' N,Río Guáitara,5205
POINT (-77.90110908784325 0.9417547627538426),ADTP0429,427,GUAN- CARRETERA,52,NARIÑO,52227,CUMBAL,GUAPASCAL ALTO,112,0,Pequeña,0,Riego y Drenaje,AOM,SI,180,ASOCIACION DE USUARIOS,ASO-GUAN CARRETERA,979 del 11/12/2002,Pastos,,,,,,,,,
POINT (-77.8354786455267 0.8197006137692834),ADTP0430,428,GUAN- TASMAG,52,NARIÑO,52227,CUMBAL,GUAN,,,,,,,,,,,,,,,,,,,,,
POINT (-77.83950775086144 0.88826164303477),ADTP0431,429,SAN FERNANDO,52,NARIÑO,52227,CUMBAL,SAN FERNANDO,126,0,Pequeña,2561,Riego y Drenaje,AOM,SI,94,ASOCIACION DE USUARIOS,ASOSAN FERNANDO,490 del 22/08/1996,Haba,,,,,,,,,
POINT (-77.4300119952034 1.4983081295835743),ADTP0432,430,GUAYABILLO BANAO,52,NARIÑO,52254,EL PEÑOL,SIN INFORMACIÓN,161,0,Pequeña,0,Riego y Drenaje,AOM,SI,161,SIN INFORMACIÓN,ASOCIACION DE USUARIOS VEREDAS DE GUAYABILLO BANAO,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,SI,NO,PROYECTAMOS,77° 25.801' W,1° 29.899' N,Río Juananbú,5204
POINT (-77.42089039070827 1.5226826471094588),ADTP0433,431,7 VEREDAS,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCÓN- GUABARIN""",52,NARIÑO,52254,EL PEÑOL,BANAO,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-77.45601991751174 1.461253302305351),ADTP0434,432,EL PEÑOL,52,NARIÑO,52254,EL PEÑOL,GUAYABAL,,,,,,,,,,,,,,,,,,,,,
POINT (-77.4195607346469 1.5088584900005835),ADTP0435,433,SAN FRANCISCO,52,NARIÑO,52254,EL PEÑOL,SAN FRANCISCO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.32968483094955 1.8047376422692578),ADTP0436,434,MARTÍN PÉREZ,52,NARIÑO,52256,EL ROSARIO,MARTÍN PÉREZ,21,0,Pequeña,0,Riego y Drenaje,AOM,SI,20,ASOCIACION DE USUARIOS,ASOMARTÍN PÉREZ,481 del 22/08/1996,Maní,,,,,,,,,
POINT (-77.35611905792543 1.6955060870092264),ADTP0437,435,SALADO CENTRO,52,NARIÑO,52256,EL ROSARIO,EL SALADO,53,0,Pequeña,1982,Riego y Drenaje,AOM,SI,51,ASOCIACION DE USUARIOS,ASOSALADO CENTRO (ANTES EL PARAISO),552 del 28/08/1996,Café,,,,,,,,,
POINT (-77.33287412150241 1.7645384839621576),ADTP0438,436,VALLE CUMBITARA,52,NARIÑO,52256,EL ROSARIO,VALLE DE CUMBITARA,58,0,Pequeña,0,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,ASO VALLE DE CUMBITARA,649 del 1996,Papaya,,,,,,,,,
POINT (-77.05546025909182 1.4515650973253835),ADTP0439,437,LA CUEVA,52,NARIÑO,52258,EL TABLÓN,LA CUEVA,,,,,,,,,,,,,,,,,,,,,
POINT (-77.38004867666278 1.427197508584487),ADTP0440,438,LLANOS DE MANCHABAJOY,52,NARIÑO,52260,EL TAMBO,LLANOS DE MANCHABAJOY,205,0,Pequeña,0,Riego y Drenaje,AOM,SI,107,ASOCIACION DE USUARIOS,ASOMANCHABAJOY,386 del 2002,Fríjol,,,,,,,,,
POINT (-77.3984253416781 1.414124145394925),ADTP0441,439,SAN FRANCISCO,52,NARIÑO,52260,EL TAMBO,SIN INFORMACIÓN,250,0,Pequeña,0,Riego y Drenaje,AOM,SI,194,ASOCIACION DE USUARIOS,ASOSANFRANCISCO,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONARIÑO,Q. El Molino,SI,NO,PROYECTAMOS,77° 23.906' W,1° 24.848' N,Río Guáitara,5205
POINT (-77.45679470334045 0.9429098071698659),ADTP0442,440,GUAPUSCAL ALTO- MODESTO PANTOJA,52,NARIÑO,52287,FUNES,GUAPUSCAL ALTO,119,0,Pequeña,0,Riego y Drenaje,AOM,SI,101,ASOCIACION DE USUARIOS,ASOGUAPUSCAL ALTO - HUMEADORA,484 del 1996,Fríjol,,,,,,,,,
POINT (-77.52454009020975 1.391099102693119),ADTP0461,459,POROTO,52,NARIÑO,52411,LINARES,EL POROTO,28,0,Pequeña,0,Riego y Drenaje,AOM,SI,28,ASOCIACION DE USUARIOS,ASOPOROTO,333 del 13/10/1999,Caña,,,,,,,,,
POINT (-77.28127811916828 0.9041364008516408),ADTP0443,441,GUAPUSCAL ALTO- MODESTO PANTOJA,52,NARIÑO,52287,FUNES,GUAPUSCAL ALTO,365,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,268,ASOCIACION DE USUARIOS,ASOGUAPUSCAL ALTO - CURIACO,SIN INFORMACIÓN,Fríjol,,,,,,,,,
POINT (-77.44664211297666 0.9395644348384853),ADTP0444,442,CHITARRÁN,52,NARIÑO,52287,FUNES,CHITARRÁN,,,,,,,,,,,,,,,,,,,,,
POINT (-77.30267307603816 0.9167790100489666),ADTP0445,443,EL SALADO,52,NARIÑO,52287,FUNES,EL SALADO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.4319811552228 1.0307529094316976),ADTP0446,444,SAN FRANCISCO,52,NARIÑO,52287,FUNES,TOTORAL,184,0,Pequeña,0,Riego y Drenaje,AOM,SI,254,ASOCIACION DE USUARIOS,ASOSAN FRANCISCO,SIN INFORMACIÓN,Zanahoria,,,,,,,,,
POINT (-77.73358239263814 0.9734880585884262),ADTP0447,445,CASCAJAL,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-77.74308350980711 0.9708202743505652),ADTP0448,446,INDAN,52,NARIÑO,52317,GUACHUCAL,RESGUARDO INDÍGENA DE GUACHUCAL,,,,,,,,,,,,,,,,,,,,,
POINT (-77.49717168002357 1.1760711944120408),ADTP0449,447,ALEX-SAN ALEJANDRO,52,NARIÑO,52320,GUAITARILLA,ALEX SAN ALEJANDRO,200,0,Pequeña,0,Riego y Drenaje,AOM,SI,196,INCODER,ASOALEX,67 del 05/02/2001,Tomate,,,,,,,,,
POINT (-77.53251926636246 1.1512994610319458),ADTP0450,448,SAN FRANCISCO,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-77.51917437493931 1.1492496158530865),ADTP0451,449,SAN NICOLÁS - LA VICTORIA,52,NARIÑO,52320,GUAITARILLA,SAN NICOLÁS Y LA VICTORIA,107,0,Pequeña,0,Riego y Drenaje,AOM,SI,110,SIN INFORMACIÓN,ASORNICOLVI,462 del 13/09/2011,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,77° 31.151' W,1° 8.955' N,Río Guáitara,5205
POINT (-77.5988741050099 0.9299327179863167),ADTP0452,450,LA COFRADIA,52,NARIÑO,52323,GUALMATÁN,SAN ANTONIO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.52119317603338 0.981482742580302),ADTP0453,451,SAN FRANCISCO DE ILES,52,NARIÑO,52352,ILES,SAN JAVIER,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,30,ASOCIACION DE USUARIOS,ASOSANFRANCISCO,553 del 15/10/2013,Papa,,,,,,,,,
POINT (-77.52757950535434 0.9787682395809272),ADTP0454,452,SAN JAVIER DE ILES,52,NARIÑO,52352,ILES,EL ROSARIO,71,0,Pequeña,0,Riego y Drenaje,AOM,SI,71,ASOCIACION DE USUARIOS,ASOSANJAVIER,389 del 2002,Papa,,,,,,,,,
POINT (-77.50302787397698 1.0520779013450243),ADTP0455,453,SANTA ROSA BAJA,52,NARIÑO,52354,IMUÉS,SANTA ROSA,24,0,Pequeña,550,Riego y Drenaje,AOM,SI,22,ASOCIACION DE USUARIOS,ASOSANTAROSA,845 del 23/09/1993,Tomate,,,,,,,,,
POINT (-77.58973194466422 0.8320595914151039),ADTP0456,454,CHAGUAIPE,52,NARIÑO,52356,IPIALES,CHILLANQUER,,,,,,,,,,,,,,,,,,,,,
POINT (-77.55082366833642 0.8964971246294079),ADTP0457,455,SAN JUAN,52,NARIÑO,52356,IPIALES,BOQUERON,,,,,,,,,,,,,,,,,,,,,
POINT (-77.14005011731379 1.611391169908313),ADTP0458,456,LOS OLIVOS,52,NARIÑO,52399,LA UNIÓN,LOS OLIVOS,108,0,Pequeña,0,Riego y Drenaje,AOM,SI,92,ASOCIACION DE USUARIOS,ASO-OLIVOS,712 del 2002,Limón,,,,,,,,,
POINT (-77.32036428399137 1.8642683328175373),ADTP0459,457,LIMONAR,52,NARIÑO,52405,LEIVA,SANTA LUCÍA,70,0,Pequeña,587,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,ASOCIACIÓN LIMONAR,847 del 23/09/1993,Maní,,,,,,,,,
POINT (-77.5335165363426 1.3550751190971038),ADTP0460,458,LAGUNA DEL GUAITARA,52,NARIÑO,52411,LINARES,LAGUNA DEL PUEBLO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.73726854820178 1.7049032926226373),ADTP0462,460,GUAYABAILLO,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-77.71687846633003 1.6742506679597056),ADTP0463,461,PANGUS,52,NARIÑO,52418,LOS ANDES (Sotomayor),SIN INFORMACIÓN,234,0,Pequeña,0,Riego y Drenaje,AOM,SI,150,SIN INFORMACIÓN,ASOPANGUS,261 del 13/06/2013,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,SI,NO,PROYECTAMOS,77° 43.013' W,1° 40.455' N,Río Telembí,5206
POINT (-77.57454249504158 1.05605818524445),ADTP0464,462,NARIÑO,52,NARIÑO,52506,OSPINA,NARIÑO,51,0,Pequeña,0,Riego y Drenaje,AOM,SI,56,ASOCIACION DE USUARIOS,ASONARIÑO,SIN INFORMACIÓN,Fríjol,,,,,,,,,
POINT (-77.4809150014886 1.668570230660208),ADTP0465,463,EL EJIDO,52,NARIÑO,52540,POLICARPA,EL EJIDO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.43615049593264 0.7526025925699185),ADTP0467,465,CUASPUD CUATRO ESQUINAS,52,NARIÑO,52560,POTOSÍ,CUASPUD CUATRO ESQUINAS,118,0,Pequeña,0,Riego y Drenaje,AOM,SI,152,ASOCIACION DE USUARIOS,ASOCUATROESQUINAS,308 del 2012,Papa,,,,,,,,,
POINT (-77.41736266759668 0.7316203326570799),ADTP0468,466,BRISAS DEL CAMPO,52,NARIÑO,52560,POTOSÍ,LA FLORESTA,34.5,0,Pequeña,0,Riego y Drenaje,AOM,SI,46,ASOCIACION DE USUARIOS,ASOBRISAS DEL CAMPO,,,,,,,,,,,
POINT (-77.53682338350137 0.804280373191604),ADTP0469,467,LOMA DEL MEDIO,52,NARIÑO,52560,POTOSÍ,LOMA DEL MEDIO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.39857735388648 0.7137867616079184),ADTP0470,468,POTOSÍ,52,NARIÑO,52560,POTOSÍ,GUARACAL,,,,,,,,,,,,,,,,,,,,,
POINT (-77.5503414983349 0.8215578845679081),ADTP0471,469,SAN PEDRO-SANTA ROSA,52,NARIÑO,52560,POTOSÍ,SAN PEDRO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.38083434515384 0.6949018147397068),ADTP0472,470,SINAI,52,NARIÑO,52560,POTOSÍ,SINAI - PURBUNTUD,151,0,Pequeña,0,Riego y Drenaje,AOM,SI,127,ASOCIACION DE USUARIOS,ASO-SINAI,707 del 2002,Arveja,,,,,,,,,
POINT (-77.3012721815757 0.8382443721762998),ADTP0473,471,ANGASMAYO,52,NARIÑO,52573,PUERRES,SIN INFORMACIÓN,299,0,Pequeña,0,Riego y Drenaje,AOM,SI,240,SIN INFORMACIÓN,ASOANGASMAYO,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,SI,NO,PROYECTAMOS,77° 18.076' W,0° 50.295' N,Alto Río Putumayo,4701
POINT (-77.49180167702154 0.913319312925737),ADTP0474,472,INTIYACO,52,NARIÑO,52573,PUERRES,EL LLANO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.46722919119848 0.9045768054131026),ADTP0475,473,TESCUAL BAJO,52,NARIÑO,52573,PUERRES,TESCUAL BAJO,100,0,Pequeña,2757,Riego y Drenaje,AOM,SI,66,ASOCIACION DE USUARIOS,ASO TESCUAL BAJO,485 del 22/08/1996,Maíz,,,,,,,,,
POINT (-77.06677784560198 1.4712135291742956),ADTP0476,474,ALBAN,52,NARIÑO,52019,ALBÁN (San José),EL SOCORRO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.22221971632361 1.4639972582530285),ADTP0477,475,DALMACIA DE VEGAS,52,NARIÑO,52687,SAN LORENZO,LA VEGA,144,0,Pequeña,0,Riego y Drenaje,AOM,SI,144,ASOCIACION DE USUARIOS,ASO DALMACIA VEGAS (ANTES LAS VEGAS),549 del 08/08/1996,Fríjol,,,,,,,,,
POINT (-77.25259793974404 1.6370529591015448),ADTP0478,476,YUNGA,52,NARIÑO,52687,SAN LORENZO,YUNGA,60,0,Pequeña,1372,Riego y Drenaje,AOM,SI,22,ASOCIACION DE USUARIOS,ASOCIACIÓN YUNGA,483 del 22/08/1996,Fríjol,,,,,,,,,
POINT (-77.21484765773923 1.5431587160039724),ADTP0479,477,BARANCO LAS TINAS,52,NARIÑO,52687,SAN LORENZO,SIN INFORMACIÓN,90,0,Pequeña,0,Riego y Drenaje,AOM,SI,90,ASOCIACION DE USUARIOS,ASOBARANCO,SIN INFORMACIÓN,Maíz,,,,,,,,,
POINT (-77.20889592155295 1.531818817183744),ADTP0480,478,CHARGUAYACO,52,NARIÑO,52687,SAN LORENZO,PALO BOBO,,,,,,,,,,,,,,,,,,,,,
POINT (-77.46172797161732 1.2854263107789663),ADTP0482,480,SAN FRANCISCO,52,NARIÑO,52683,SANDONÁ,SAN MIGUEL,,,,,,,,,,,,,,,,,,,,,
POINT (-77.59348563377566 1.0490195551975603),ADTP0483,481,MARAMBA - LOS MONOS,52,NARIÑO,52720,SAPUYES,MARAMBA - LOS MONOS,150,0,Pequeña,0,Riego y Drenaje,AOM,SI,94,ASOCIACION DE USUARIOS,ASOMARAMBA - LOS MONOS,363 del 28/06/1996,Fríjol,,,,,,,,,
POINT (-76.98571764030844 1.410578672721354),ADTP0484,482,LA CUEVA,52,NARIÑO,52258,EL TABLÓN,LA CUEVA,54,0,Pequeña,1712,Riego y Drenaje,AOM,SI,33,ASOCIACION DE USUARIOS,ASO LA CUEVA,477 del 22/08/1996,Fique,,,,,,,,,
POINT (-77.31678943060976 1.626575119323409),ADTP0485,483,LAS JUNTAS,52,NARIÑO,52786,TAMINANGO,ALTO LAS JUNTAS,63,0,Pequeña,0,Riego y Drenaje,AOM,SI,63,ASOCIACION DE USUARIOS,ASOLASJUNTAS,256 del 05/06/2014,Papaya,,,,,,,,,
POINT (-77.35347256537887 1.0661470529350978),ADTP0486,484,CURIACO,52,NARIÑO,52788,TANGUA,SIN INFORMACIÓN,347,0,Pequeña,0,Riego y Drenaje,AOM,SI,440,SIN INFORMACIÓN,ASOCURIACO,1643 del 05/11/2009,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,77° 21.208' W,1° 3.969' N,Río Guáitara,5205
POINT (-77.64812220957508 1.146001014978587),ADTP0487,485,SABANERA,52,NARIÑO,52838,TÚQUERRES,LA JARDINERA,22,0,Pequeña,0,Riego y Drenaje,AOM,SI,26,ASOCIACION DE USUARIOS,ASOCIACIÓN LA SABANERA,842 del 23/09/1993,Cebolla Junca,,,,,,,,,
POINT (-77.46239675722306 1.1437793589266987),ADTP0488,486,ARGUELLO,52,NARIÑO,52885,YACUANQUER,ARGUELLO BAJO Y ALTO,136,0,Pequeña,2164,Riego y Drenaje,AOM,SI,101,ASOCIACION DE USUARIOS,ASOARGUELLO,536 del 28/08/1996,Fríjol,,,,,,,,,
POINT (-77.42305927167797 1.1366319477535343),ADTP0489,487,CHAPACUAL,52,NARIÑO,52885,YACUANQUER,CHAPACUAL,117,0,Pequeña,0,Riego y Drenaje,AOM,SI,94,SIN INFORMACIÓN,ASOCHAPACUAL,192 del 11/05/2010,Mora,,,,,,,,,
POINT (-77.40488051931311 1.125796181216844),ADTP0490,488,CHAPAVEL,52,NARIÑO,52885,YACUANQUER,SIN INFORMACIÓN,117,0,Pequeña,0,Riego y Drenaje,AOM,SI,95,ASOCIACION DE USUARIOS,ASOCHAPAVEL,SIN INFORMACIÓN,Fríjol,,,,,,,,,
POINT (-77.42417052001785 1.1154886298121292),ADTP0491,489,INANTAS,52,NARIÑO,52885,YACUANQUER,INANTAS,132,0,Pequeña,0,Riego y Drenaje,AOM,SI,85,ASOCIACION DE USUARIOS,ASOINANTAS,374 del 2002,Cebolla,,,,,,,,,
POINT (-77.40319766124459 1.1435120806482597),ADTP0492,490,LA ESTANCIA,52,NARIÑO,52885,YACUANQUER,SIN INFORMACIÓN,40,0,Pequeña,0,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,LA ESTANCIA,SIN INFORMACIÓN,Hortalizas,,,,,,,,,
POINT (-77.44176078650293 1.1328462108921533),ADTP0493,491,LA GUACA,52,NARIÑO,52885,YACUANQUER,LA GUACA,90,0,Pequeña,2223,Riego y Drenaje,AOM,SI,99,ASOCIACION DE USUARIOS,ASOLAGUACA,848 del 23/09/1993,Fríjol,,,,,,,,,
POINT (-77.44454743506995 1.1515809937707),ADTP0494,492,ZARAGOZA,52,NARIÑO,52885,YACUANQUER,ZARAGOZA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.21780101619768 8.06602564467111),ADTM0012,493,ABREGO,54,NORTE DE SANTANDER,54003,ÁBREGO,SANTA LUCIA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.23525527132159 8.011550527580312),ADTP0495,494,CAMPANARIO EL MOSQUITO,54,NORTE DE SANTANDER,54003,ÁBREGO,EL CAMPANARIO,,,,,,,,,,,,,,,,,,,,,
POINT (-73.20324681574121 8.139423193140598),ADTP0496,495,LA LABRANZA,54,NORTE DE SANTANDER,54003,ÁBREGO,LA LABRANZA - SAN ISIDRO,40,0,Pequeña,1394,Riego y Drenaje,SIN INFORMACIÓN,NO,35,ASOCIACION DE USUARIOS,ASOLABRANZA,SIN INFORMACIÓN,Cebolla Cabezona,,,,,,,,,
POINT (-73.16313486338775 8.045458563147427),ADTP0497,496,LA SIERRA,54,NORTE DE SANTANDER,54003,ÁBREGO,LA SIERRA,38,0,Pequeña,0,Riego y Drenaje,AOM,SI,38,ASOCIACION DE USUARIOS,ASOSIERRA,792 del 15/11/1996,Cebolla Cabezona,,,,,,,,,
POINT (-73.16918526592082 8.013582155202212),ADTP0498,497,OTARE,54,NORTE DE SANTANDER,54003,ÁBREGO,SIN INFORMACIÓN,64,0,Pequeña,0,Riego y Drenaje,AOM,SI,32,ASOCIACION DE USUARIOS,ASO OTARE,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,73° 10.151' W,8° 0.815' N,Río Algodonal (Alto Catatumbo),1605
POINT (-72.65607891842384 6.857638890326668),ADTP0594,596,PLATERA,68,SANTANDER,68162,CERRITO,LA PLATERA ALTA,123,0,Pequeña,0,Riego y Drenaje,AOM,SI,41,ASOCIACION DE USUARIOS,LA PLATERA,SIN INFORMACIÓN,Ajo,,,,,,,,,
POINT (-72.56432550195196 7.25821676084309),ADTP0514,513,LABATECA,54,NORTE DE SANTANDER,54377,LABATECA,SIN INFORMACIÓN,50,0,Pequeña,1868,Riego y Drenaje,AOM,SI,26,INCODER,ASOCHERELA,499 del 03/12/1997,Arracacha,,,,,,,,,
POINT (-73.21267910245099 8.004616326906355),ADTP0499,498,SAN JAVIER,54,NORTE DE SANTANDER,54003,ÁBREGO,SAN JAVIER,,,,,,,,,,,,,,,,,,,,,
POINT (-72.6523321066071 7.639067786058944),ADTP0500,499,ZARCUTA,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-72.921288107163 8.081519805598479),ADTP0501,500,SANTA RITA,54,NORTE DE SANTANDER,54109,BUCARASICA,SIN INFORMACIÓN,75,0,Pequeña,1200,Riego y Drenaje,SIN INFORMACIÓN,NO,75,ASOCIACION DE USUARIOS,ASOSANTA RITA,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,72° 55.277' W,8° 4.891' N,Río Nuevo Presidente - Tres Bocas (Sardinata,
POINT (-73.08563310934206 7.70979995340884),ADTP0502,501,CONTADERO,54,NORTE DE SANTANDER,54128,CÁCHIRA,SAN JOSÉ DE LA LAGUNA,54,0,Pequeña,0,Riego y Drenaje,AOM,SI,55,SIN INFORMACIÓN,ASOCONTADERO,572 del 10/11/2014,Yuca,,,,,,,,,
POINT (-73.07705258957259 7.687534104407354),ADTP0503,502,CRISTO REY,54,NORTE DE SANTANDER,54128,CÁCHIRA,CRISTO REY,,,,,,,,,,,,,,,,,,,,,
POINT (-73.1374786741604 7.774893353565252),ADTP0504,503,FILO REAL,54,NORTE DE SANTANDER,54128,CÁCHIRA,EL FILO,117,0,Pequeña,0,Riego y Drenaje,AOM,SI,62,ASOCIACION DE USUARIOS,ASOFILO,18 del 08/01/1999,Café,,,,,,,,,
POINT (-73.14105984205607 7.694854718558636),ADTP0505,504,LA CARRERA,54,NORTE DE SANTANDER,54128,CÁCHIRA,BARRO HONDO,80,0,Pequeña,2044,Riego y Drenaje,SIN INFORMACIÓN,NO,78,ASOCIACION DE USUARIOS,ASOCARRERA,13 del 08/01/1999,Hortalizas,,,,,,,,,
POINT (-73.13175398626636 7.674023293920089),ADTP0506,505,VILLANUEVA,54,NORTE DE SANTANDER,54128,CÁCHIRA,VILLANUEVA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.65208105804862 7.233082224047949),ADTP0507,506,FERNANDARIA,54,NORTE DE SANTANDER,54125,CÁCOTA,FERNANDARIA,100,0,Pequeña,0,Riego y Drenaje,AOM,SI,120,INCODER,ASOFERNANDARIA,704 del 17/09/2002,Papa,,,,,,,,,
POINT (-72.7082450921206 7.259230069180508),ADTP0508,507,TABICHA,54,NORTE DE SANTANDER,54125,CÁCOTA,TABICHA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.58164740702193 7.569950259998678),ADTP0509,508,EL CANEY,54,NORTE DE SANTANDER,54172,CHINÁCOTA,EL CANEY,40,0,Pequeña,0,Riego y Drenaje,AOM,SI,38,ASOCIACION DE USUARIOS,ASOCANEY,544 del 11/10/2013,Café,,,,,,,,,
POINT (-72.63444998240836 7.57544733403381),ADTP0510,509,VENUDITES,54,NORTE DE SANTANDER,54172,CHINÁCOTA,,,,,,,,,,,,,,,,,,,,,,
POINT (-72.5527253564036 7.096396944062936),ADTP0511,510,ALIZAL ALTA,54,NORTE DE SANTANDER,54174,CHITAGÁ,ALIZAL,73,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,60,ASOCIACION DE USUARIOS,ASOALIZAL - PARTE ALTA,SIN INFORMACIÓN,Alverja,,,,,,,,,
POINT (-72.69260640699443 7.0877637509229245),ADTP0512,511,ALIZAL BAJO,54,NORTE DE SANTANDER,54174,CHITAGÁ,BURGUA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.65705918944164 7.134842136407813),ADTP0513,512,CARRILLO,54,NORTE DE SANTANDER,54174,CHITAGÁ,CARRILLO,39,0,Pequeña,2003,Riego y Drenaje,AOM,SI,36,ASOCIACION DE USUARIOS,ASOCARRILLO,642 del 01/10/1996,Alverja,,,,,,,,,
