Ciclo,Departamento,Cultivo,Calendario,Año_EVA,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
Transitorio,Sucre,Pepino cohombro,Siembras,2022,0,0,7.27,21.82,36.36,7.27,16.36,8.18,2.73,0,0,0
Transitorio,Tolima,Pepino cohombro,Siembras,2022,50,12.5,0,0,0,0,11.25,15,11.25,0,0,0
Transitorio,Valle del Cauca,Pepino cohombro,Siembras,2022,5.26,8,11.73,6.9,7.64,5.65,7.51,9.2,9.89,11.46,11.53,5.25
Transitorio,Amazonas,Pepino cohombro,Siembras,2022,5.45,7.34,12.5,12.18,8.79,5.66,7.4,9.99,11.54,10.17,5.73,3.26
Transitorio,Boyacá,Pepino guiso,Cosechas,2022,10.8,8.78,5.54,1.41,5.67,6.64,10.4,10.18,17.08,2.63,14.85,6.02
Transitorio,Cundinamarca,Pepino guiso,Cosechas,2022,7.36,22.06,5.51,4.84,9.27,1.21,14.56,1.21,15.77,1.81,10.1,6.33
Transitorio,Santander,Pepino guiso,Cosechas,2022,9.22,22.02,4.64,2.85,8.63,4.25,12.19,4.32,14.66,2.43,9.94,4.86
Transitorio,Boyacá,Pepino guiso,Siembras,2022,0,14.53,13.96,24.48,7.96,4.09,15.08,6.03,10.48,1.76,0.66,0.99
Transitorio,Cundinamarca,Pepino guiso,Siembras,2022,11.85,0.57,20.34,3.43,19.2,1.14,9.45,4.5,12.66,4.8,12.07,0
Transitorio,Santander,Pepino guiso,Siembras,2022,7.15,4.82,17.32,10.02,14.88,2.44,10.75,4.31,13.39,4.28,10.14,0.49
Permanente,Boyacá,Pera,Cosechas,2022,7.27,14.53,24.47,18.01,8.2,5.53,0.19,0,0,0,7.27,14.53
Permanente,Boyacá,Pera,Siembras,2022,0,0,5.45,18.91,18.91,28.36,28.36,0,0,0,0,0
Transitorio,Cundinamarca,Perejil,Cosechas,2022,4.88,4.88,4.88,0,0.86,22.63,22.51,21.78,0,0,0,17.6
Transitorio,Norte de Santander,Perejil,Cosechas,2022,7.8,7.8,0.67,0,0.66,17.48,17.38,16.82,0,14.49,7.36,9.54
Transitorio,Valle del Cauca,Perejil,Cosechas,2022,0,0,0,0,4.19,15.54,14.94,11.35,0,44.02,9.97,0
Transitorio,Cundinamarca,Perejil,Siembras,2022,0,0,13.67,13.67,13.6,0,11.81,14.76,11.81,8.86,5.91,5.91
Transitorio,Norte de Santander,Perejil,Siembras,2022,0,0,16.05,16.05,15.97,0,9.06,13.29,12.48,8.25,7.65,1.21
Transitorio,Valle del Cauca,Perejil,Siembras,2022,0,0,15.7,15.7,15.19,0,8.52,26.7,18.18,0,0,0
Transitorio,Antioquia,Pimentón,Cosechas,2022,1.23,1.18,3.33,3.37,15.23,6.25,10.75,10.51,4.06,13.09,17.46,13.55
Transitorio,Bolívar,Pimentón,Cosechas,2022,0,0,0,0,5,25,30,30,10,0,0,0
Transitorio,Boyacá,Pimentón,Cosechas,2022,9.71,8.48,8.92,4.01,26.52,26.52,13.26,0,0,1.03,0.77,0.77
Transitorio,Caldas,Pimentón,Cosechas,2022,24.34,0,0,10.49,20.98,11.61,11.61,1.12,1.12,1.74,16.98,0
Transitorio,Cauca,Pimentón,Cosechas,2022,6.88,4.59,11.47,10.71,7.65,11.47,8.76,4.57,3.82,7.17,7.17,15.73
Transitorio,Cesar,Pimentón,Cosechas,2022,0,0,0,0,0,0,0,0,0,67.31,32.69,0
Transitorio,Cundinamarca,Pimentón,Cosechas,2022,11.53,11.55,2.71,0.03,29.13,0,3.64,0,34.09,2.77,2.44,2.12
Transitorio,Huila,Pimentón,Cosechas,2022,7.44,10.15,8.06,16.66,10.86,8.75,8.79,6.13,6.29,4.48,6.91,5.48
Transitorio,Nariño,Pimentón,Cosechas,2022,6.32,4.74,13.51,4.43,6.64,10.97,16.37,11.41,9.27,5.69,3.16,7.5
Transitorio,Norte de Santander,Pimentón,Cosechas,2022,11.55,5.87,7.44,2.83,6.27,6.62,17.18,14.96,2.26,5.32,8.38,11.32
Transitorio,Quindío,Pimentón,Cosechas,2022,28.2,21.01,18.44,14.54,1.96,1.96,1.96,4.02,2.01,1.96,1.96,1.96
Transitorio,Risaralda,Pimentón,Cosechas,2022,0.54,2.15,0.54,6.45,34.41,17.63,1.72,0,0,0,18.28,18.28
Transitorio,Santander,Pimentón,Cosechas,2022,4.33,3.44,2.9,2.93,5.38,10.68,11.04,12.37,12.81,13.62,10.5,10
Transitorio,Valle del Cauca,Pimentón,Cosechas,2022,11.14,9.39,7.31,10.88,9.7,9.85,10.04,6.42,7.8,6.8,3.57,7.11
Transitorio,Amazonas,Pimentón,Cosechas,2022,0,100,0,0,0,0,0,0,0,0,0,0
Transitorio,Antioquia,Pimentón,Siembras,2022,6.73,12.99,7.47,7.05,8.98,8.98,7.79,8.34,10.17,6.67,4.81,10.03
Transitorio,Bolívar,Pimentón,Siembras,2022,0,0,15,15,35,35,0,0,0,0,0,0
Transitorio,Boyacá,Pimentón,Siembras,2022,2.11,33.95,33.95,20.91,5.59,3.48,0,0,0,0,0,0
Transitorio,Caldas,Pimentón,Siembras,2022,43.26,1.35,1.35,1.35,1.35,1.35,22.98,22.98,1.35,1.35,1.35,0
Transitorio,Cauca,Pimentón,Siembras,2022,4.81,10.39,14.94,9.62,4.81,4.81,7.21,7.98,15.19,20.26,0,0
Transitorio,Cesar,Pimentón,Siembras,2022,0,0,0,26.47,26.47,0,23.53,0,0,0,0,23.53
Transitorio,Cundinamarca,Pimentón,Siembras,2022,25.86,0,8.18,1.29,33.18,0.43,2.95,3,7.93,7.79,7.93,1.48
Transitorio,Huila,Pimentón,Siembras,2022,9.74,8.25,11.88,7.66,5.32,7.59,7.04,6.9,5.19,10.98,12.38,7.06
Transitorio,Nariño,Pimentón,Siembras,2022,4.77,5.57,8.95,9.94,24.56,8.15,4.09,6.13,5.31,7.31,5.71,9.52
Transitorio,Norte de Santander,Pimentón,Siembras,2022,2.61,3.04,16.03,16.47,5.95,3.47,6.33,9.52,11.81,12.13,6.65,5.99
Transitorio,Quindío,Pimentón,Siembras,2022,8.1,8.1,8.1,10.5,8.1,8.3,8.1,8.1,8.1,8.1,8.1,8.3
Transitorio,Risaralda,Pimentón,Siembras,2022,6.67,33.33,22.22,0,0,0,18.89,18.89,0,0,0,0
Transitorio,Santander,Pimentón,Siembras,2022,6.73,10.71,11.68,12.93,16.35,12.4,7.22,6.18,7.8,2.7,2.71,2.59
Transitorio,Valle del Cauca,Pimentón,Siembras,2022,11.3,14.43,13.66,12.89,10.21,8.95,4.21,5.8,8.94,5.45,2.75,1.41
Transitorio,Amazonas,Pimentón,Siembras,2022,7.28,8.3,11.32,11.04,12.77,6.17,7.44,7.69,9.99,7.71,5.17,5.12
Permanente,Nariño,Pimienta,Cosechas,2022,0,0,0,0,0,0,6.36,0,37.88,18.39,29.49,7.88
Permanente,Putumayo,Pimienta,Cosechas,2022,0,0,0,0,0,0,2.1,0,54.75,3.67,37.9,1.57
Permanente,Nariño,Pimienta,Siembras,2022,0,40,0,11.84,24.21,11.84,12.11,0,0,0,0,0
Permanente,Putumayo,Pimienta,Siembras,2022,0,40,0,8.33,28.9,8.33,14.45,0,0,0,0,0
Permanente,Antioquia,Piña,Cosechas,2022,11.77,7.92,8.97,12,9.09,9.95,8.97,10,9.97,9.99,1.21,0.17
Permanente,Bolívar,Piña,Cosechas,2022,0,0,5,10,30,25,0,0,0,5,10,15
Permanente,Boyacá,Piña,Cosechas,2022,19.99,10,10,10,20,0,0,0.01,0,0,0,29.99
Permanente,Caldas,Piña,Cosechas,2022,0,0,50,50,0,0,0,0,0,0,0,0
Permanente,Caquetá,Piña,Cosechas,2022,3.27,5.08,6.94,3.99,9.99,3.83,6.76,0.96,24.37,4.08,25.99,4.73
Permanente,Cauca,Piña,Cosechas,2022,3.45,4.01,6.89,13.79,4.01,6.08,5.99,11.56,13.95,7.06,3.78,19.44
Permanente,Cesar,Piña,Cosechas,2022,10,10,10,10,20,20,20,0,0,0,0,0
Permanente,Córdoba,Piña,Cosechas,2022,0,0,6.72,23.73,24.78,6.72,0,3.81,15.22,19.03,0,0
Permanente,Cundinamarca,Piña,Cosechas,2022,2.05,1.86,4.26,5.28,8.51,15.19,15.84,10.56,8.51,19.44,8.51,0
Permanente,Chocó,Piña,Cosechas,2022,5.52,8.55,8.09,14.72,8.22,7.12,7.2,5.87,5.87,8.25,9.19,11.41
Permanente,Huila,Piña,Cosechas,2022,1.72,13.27,15.33,6.04,4.19,6.79,8.85,6.14,14.38,17.19,3.18,2.93
Permanente,Meta,Piña,Cosechas,2022,1.19,2.45,4.35,3.9,34.06,6.22,5.07,3.33,2.74,3.28,16.21,17.2
Permanente,Nariño,Piña,Cosechas,2022,0.61,11.7,0.21,0.01,1.86,9.97,27.79,29.98,2.35,11.63,3.9,0
Permanente,Norte de Santander,Piña,Cosechas,2022,22.22,0,0,1.88,5.23,1.12,22.78,19.63,19.63,1.81,2.37,3.35
Permanente,Quindío,Piña,Cosechas,2022,32.65,32.65,26.8,0,0,0,0,0,7.91,0,0,0
Permanente,Santander,Piña,Cosechas,2022,8.64,8.64,8.64,8.64,8.64,8.64,8.64,8.64,4.48,8.4,7.2,10.8
Permanente,Sucre,Piña,Cosechas,2022,0,0,20.58,13.53,8.83,3.53,24.7,20.58,0,8.23,0,0
Permanente,Tolima,Piña,Cosechas,2022,0,0,7.5,7.5,10,15,25,10,10,7.5,7.5,0
Permanente,Valle del Cauca,Piña,Cosechas,2022,6.56,8.03,11.26,11.25,4.81,4.35,4.51,4.77,6.38,4.6,16.7,16.78
Permanente,Arauca,Piña,Cosechas,2022,0,15.74,20.65,19.79,9.47,20.62,13.74,0,0,0,0,0
Permanente,Casanare,Piña,Cosechas,2022,1.49,1.49,1.49,2.15,2.15,0,7.92,13.65,11.52,12.99,32.78,12.37
Permanente,Putumayo,Piña,Cosechas,2022,0,0,0,0,0,0,0,0,8.18,39.39,18.57,33.87
Permanente,Guainía,Piña,Cosechas,2022,7.52,9.02,9.89,8.34,9.34,8.6,8.55,8.89,7.16,7.1,7.66,7.95
Permanente,Guaviare,Piña,Cosechas,2022,0,0,0,0,25.52,0,0,0,31.3,0,28.94,14.25
Permanente,Vaupés,Piña,Cosechas,2022,0,0,0,0,0,0,0,0,5,10,25,60
Permanente,Vichada,Piña,Cosechas,2022,0,0,0,0,12.81,25.88,13.08,18.04,12.81,5.19,6.97,5.23
Permanente,Antioquia,Piña,Siembras,2022,1.82,2.74,8.09,17.21,19.12,10,13.68,10.03,9.12,4.56,3.65,0
Permanente,Bolívar,Piña,Siembras,2022,4.77,4.94,37.35,23.59,10.68,7.59,1.58,1.63,2.14,1.09,4,0.64
Permanente,Boyacá,Piña,Siembras,2022,5.24,5.4,36.12,22.77,10.81,7.6,2.39,2.04,2.05,1.06,3.82,0.71
Permanente,Caldas,Piña,Siembras,2022,0,0,50,50,0,0,0,0,0,0,0,0
Permanente,Caquetá,Piña,Siembras,2022,0,10,15,25,0,0,0,20,30,0,0,0
Permanente,Cauca,Piña,Siembras,2022,1.15,0.77,6.77,23.7,10.16,11.53,0,1.15,21.08,16.93,6.77,0
Permanente,Cesar,Piña,Siembras,2022,5.24,5.4,36.12,22.77,10.81,7.6,2.39,2.04,2.05,1.06,3.82,0.71
Permanente,Córdoba,Piña,Siembras,2022,0,0,0,0,63.57,36.43,0,0,0,0,0,0
Permanente,Cundinamarca,Piña,Siembras,2022,0,0,25,25,25,25,0,0,0,0,0,0
Permanente,Chocó,Piña,Siembras,2022,10.87,8.53,7.75,17.87,13.6,6.5,5.48,5.07,9.86,4.46,4.96,5.06
Permanente,Huila,Piña,Siembras,2022,12.88,10.72,14.01,5.31,11.31,7.3,11.31,1.89,5.83,8.78,7.25,3.42
Permanente,Meta,Piña,Siembras,2022,0,0,27.98,36.55,4.65,5.95,0,1.87,0.41,0,22.58,0
Permanente,Nariño,Piña,Siembras,2022,0,9.46,75.41,2.13,0,0,9.46,0,0,2.13,0,1.42
Permanente,Norte de Santander,Piña,Siembras,2022,10,0,0,50,0,0,0,0,40,0,0,0
Permanente,Quindío,Piña,Siembras,2022,28.45,18.93,11.4,9.51,0,0,25.37,0,3.17,3.17,0,0
Permanente,Santander,Piña,Siembras,2022,4.01,4.01,32.04,33.96,5.93,4.01,4.01,4.01,2.01,2.01,2.01,2.01
Permanente,Sucre,Piña,Siembras,2022,5.24,5.4,36.12,22.77,10.81,7.6,2.39,2.04,2.05,1.06,3.82,0.71
Permanente,Tolima,Piña,Siembras,2022,5.24,5.4,36.12,22.77,10.81,7.6,2.39,2.04,2.05,1.06,3.82,0.71
Permanente,Valle del Cauca,Piña,Siembras,2022,16.68,16.52,13.12,16.81,5.9,4.32,14.39,7.85,0.9,1,0.9,1.61
Permanente,Arauca,Piña,Siembras,2022,0,0,0,45,53.29,1.71,0,0,0,0,0,0
Permanente,Casanare,Piña,Siembras,2022,0,0,0,56.39,22.03,2.96,0,12.71,2.96,2.96,0,0
Permanente,Putumayo,Piña,Siembras,2022,55.39,0,44.61,0,0,0,0,0,0,0,0,0
Permanente,Guainía,Piña,Siembras,2022,5.24,5.4,36.12,22.77,10.81,7.6,2.39,2.04,2.05,1.06,3.82,0.71
Permanente,Guaviare,Piña,Siembras,2022,0,100,0,0,0,0,0,0,0,0,0,0
Permanente,Vaupés,Piña,Siembras,2022,5.24,5.4,36.12,22.77,10.81,7.6,2.39,2.04,2.05,1.06,3.82,0.71
Permanente,Vichada,Piña,Siembras,2022,0,0,0,50,0,0,0,50,0,0,0,0
Permanente,Bolívar,Pitahaya,Cosechas,2022,5,5,0,0,0,0,0,30,30,10,10,10
Permanente,Boyacá,Pitahaya,Cosechas,2022,8.43,16.81,26.61,1.32,2.45,2.08,17.62,1.45,1.91,18.91,1.44,0.98
Permanente,Cauca,Pitahaya,Cosechas,2022,3.83,6.12,18.53,9.17,6.83,3.02,8.17,6.45,11.16,16.93,5.93,3.87
Permanente,Cundinamarca,Pitahaya,Cosechas,2022,8,8,0,8,8,9,16,16,16,8,2,1
Permanente,Huila,Pitahaya,Cosechas,2022,1.22,1.36,18.74,18.2,8.66,1.13,0.96,1.07,19.12,19.7,8.64,1.2
Permanente,Risaralda,Pitahaya,Cosechas,2022,0,5,20,20,0,0,20,20,15,0,0,0
Permanente,Santander,Pitahaya,Cosechas,2022,0,0,4.91,9.82,4.91,7.64,12.73,10.18,10,19.82,10,10
Permanente,Tolima,Pitahaya,Cosechas,2022,4.11,6.6,20.23,8.91,7.21,2.36,7.38,5.67,11.7,16.69,5.63,3.5
Permanente,Valle del Cauca,Pitahaya,Cosechas,2022,3.71,4.24,15.56,14.97,2.67,0.98,3.06,13.66,12.09,20.11,6.36,2.59
Permanente,Casanare,Pitahaya,Cosechas,2022,3.83,6.12,18.53,9.17,6.83,3.02,8.17,6.45,11.16,16.93,5.93,3.87
Permanente,Bolívar,Pitahaya,Siembras,2022,3.2,8.1,12.29,17.58,9.7,4.78,6.5,8.08,12.5,10.07,4.88,2.33
Permanente,Boyacá,Pitahaya,Siembras,2022,0,0.28,11.49,36.46,10.97,2.55,0.28,4.23,8.29,9.54,15.92,0
Permanente,Cauca,Pitahaya,Siembras,2022,3.2,8.1,12.29,17.58,9.7,4.78,6.5,8.08,12.5,10.07,4.88,2.33
Permanente,Cundinamarca,Pitahaya,Siembras,2022,2.93,8.64,13.94,19.8,10.15,5.28,7.24,8.74,8.16,6.66,5.9,2.56
Permanente,Huila,Pitahaya,Siembras,2022,2,5.49,5.49,30.74,28.74,5.46,7.46,4,4,2,2.6,2
Permanente,Risaralda,Pitahaya,Siembras,2022,0,50,50,0,0,0,0,0,0,0,0,0
Permanente,Santander,Pitahaya,Siembras,2022,0,0,0,0,0,0,0,0,50,50,0,0
Permanente,Tolima,Pitahaya,Siembras,2022,3.2,8.1,12.29,17.58,9.7,4.78,6.5,8.08,12.5,10.07,4.88,2.33
Permanente,Valle del Cauca,Pitahaya,Siembras,2022,11.57,13.1,15.36,7.71,14.72,8.35,6.43,5.52,17.23,0,0,0
Permanente,Casanare,Pitahaya,Siembras,2022,3.2,8.1,12.29,17.58,9.7,4.78,6.5,8.08,12.5,10.07,4.88,2.33
Transitorio,Boyacá,Plantas aromáticas,Cosechas,2022,7.99,10.13,14.62,7.9,8.87,6.85,9.43,5.04,6.81,7.51,4.72,10.15
Transitorio,Caldas,Plantas aromáticas,Cosechas,2022,0,0,0,0,23.53,17.65,11.76,5.88,0,0,23.53,17.65
Transitorio,Cauca,Plantas aromáticas,Cosechas,2022,0,0,0,13.37,13.37,13.43,13.28,13.32,0.04,0,13.28,19.91
Transitorio,Cundinamarca,Plantas aromáticas,Cosechas,2022,10.4,15.55,10.64,2.04,4.65,12.95,17.41,6.95,1.99,0.69,3.58,13.14
Transitorio,Norte de Santander,Plantas aromáticas,Cosechas,2022,11.11,0,0,0,0,14.81,14.81,22.22,22.22,0,0,14.82
Transitorio,Quindío,Plantas aromáticas,Cosechas,2022,5.75,6.78,2.33,0,24.33,0,12.16,12.16,12.16,24.33,0,0
Transitorio,Santander,Plantas aromáticas,Cosechas,2022,0,0,0,7.14,7.14,14.29,21.43,14.29,7.14,7.14,7.14,14.29
Transitorio,Tolima,Plantas aromáticas,Cosechas,2022,7.99,10.13,14.62,7.9,8.87,6.85,9.43,5.04,6.81,7.51,4.72,10.15
Transitorio,Valle del Cauca,Plantas aromáticas,Cosechas,2022,14.47,11.71,21.1,17.58,0,0,0,0,17.57,17.57,0,0
Transitorio,Boyacá,Plantas aromáticas,Siembras,2022,5.16,4.05,9.48,7.84,7.21,9.78,5.97,3.55,14.09,15.92,14.52,2.43
Transitorio,Caldas,Plantas aromáticas,Siembras,2022,20,15,10,5,0,0,20,15,10,5,0,0
Transitorio,Cauca,Plantas aromáticas,Siembras,2022,10.04,10.04,10.12,9.91,9.97,0.06,7.44,8.92,7.44,8.5,7.51,10.06
Transitorio,Cundinamarca,Plantas aromáticas,Siembras,2022,0,1.47,11.38,13,6.83,15.72,3.16,1.9,15.21,19.14,12.2,0
Transitorio,Norte de Santander,Plantas aromáticas,Siembras,2022,0,12.5,12.5,12.5,12.5,0,0,12.5,12.5,12.5,12.5,0
Transitorio,Quindío,Plantas aromáticas,Siembras,2022,0,20,0,10,10,10,20,0,0,0,30,0
Transitorio,Santander,Plantas aromáticas,Siembras,2022,5,5,10,15,10,5,5,5,10,15,10,5
Transitorio,Tolima,Plantas aromáticas,Siembras,2022,5.16,4.05,9.48,7.84,7.21,9.78,5.97,3.55,14.09,15.92,14.52,2.43
Transitorio,Valle del Cauca,Plantas aromáticas,Siembras,2022,0,0.78,0.78,0.78,0.78,26.56,0.78,0.78,17.38,27.34,24.02,0
Permanente,Antioquia,Plátano,Cosechas,2022,7.55,6.63,9.27,7.4,8.93,10.98,6.62,8.83,8.99,8.89,8.1,7.8
Permanente,Atlántico,Plátano,Cosechas,2022,6.1,6.1,5.58,6.75,6.08,5.4,5.42,7.33,11.6,18.91,13.52,7.22
Permanente,Bolívar,Plátano,Cosechas,2022,7.49,7.48,8.21,9.74,6.39,5.62,5.07,10.78,9.95,9.31,10.31,9.65
Permanente,Boyacá,Plátano,Cosechas,2022,5.48,8.43,12.14,13.07,9.93,6.72,6.6,8.59,9.47,7.33,7.33,4.91
Permanente,Caldas,Plátano,Cosechas,2022,6.75,6.87,15.55,7.14,13.06,13.21,7.3,8.08,7.1,6.33,6.34,2.26
Permanente,Caquetá,Plátano,Cosechas,2022,10.74,20.27,8.84,19.44,2.64,7.96,3.18,10.02,4.88,5.47,2.35,4.2
Permanente,Cauca,Plátano,Cosechas,2022,8.86,13.65,14.58,8.85,5.48,4.29,9.38,7.98,5.32,5.66,14.52,1.45
Permanente,Cesar,Plátano,Cosechas,2022,0.27,1.38,3.85,4.25,4.51,4.51,5.22,6.87,7.7,24.49,24.56,12.39
Permanente,Córdoba,Plátano,Cosechas,2022,2.89,2.25,2.71,2.99,3.16,4.88,4.95,6.28,12.86,17.9,20.97,18.17
Permanente,Cundinamarca,Plátano,Cosechas,2022,7.66,7.73,7.85,9.38,8.29,10.07,8.22,8.17,8.25,9.07,8,7.32
Permanente,Chocó,Plátano,Cosechas,2022,10.08,7.78,7.81,8.26,7.88,8.18,8.47,8.13,8.36,8.04,8.88,8.14
Permanente,Huila,Plátano,Cosechas,2022,7.21,10.18,9.1,8.54,10.91,7.84,7.07,8.27,10.61,7.03,8.48,4.79
Permanente,La guajira,Plátano,Cosechas,2022,1.82,1.72,1.96,13.46,29.52,14.38,4.78,6.85,9.95,10,3.03,2.52
Permanente,Magdalena,Plátano,Cosechas,2022,5.77,6.32,6.32,7.64,8.67,7.17,9.73,10.94,10.09,10.55,8.27,8.53
Permanente,Meta,Plátano,Cosechas,2022,3.39,6.39,18.83,13.27,10.46,10.07,8.94,3.76,5.01,8.92,7.45,3.53
Permanente,Nariño,Plátano,Cosechas,2022,6.52,11.07,7.32,6.29,6.43,17.84,5.26,7.9,4.79,14.58,5.65,6.35
Permanente,Norte de Santander,Plátano,Cosechas,2022,6.37,9.02,8.74,10.98,7.01,8.59,8.11,7.91,8.64,7.75,9.25,7.62
Permanente,Quindío,Plátano,Cosechas,2022,9.78,7.86,9.29,9.37,8.43,9.4,11.79,6.38,9.35,5.81,7.29,5.26
Permanente,Risaralda,Plátano,Cosechas,2022,7.94,9.16,8.5,8.44,10.12,9.16,7.08,8.88,7.48,8.81,6.16,8.28
Permanente,Santander,Plátano,Cosechas,2022,3.97,5.24,20.94,19.16,17.22,4.33,5.57,7.54,5.45,5.59,3.81,1.18
Permanente,Sucre,Plátano,Cosechas,2022,5.23,4.63,3.59,4.27,2.52,3.51,7,10.99,15.47,16.17,14.49,12.12
Permanente,Tolima,Plátano,Cosechas,2022,6.28,8.88,8.84,8.51,9.92,12.13,11.68,9.21,7.98,6.57,5.5,4.5
Permanente,Valle del Cauca,Plátano,Cosechas,2022,6.11,8.48,6.73,8.25,10.73,11.43,8.01,10.66,9.08,8.85,6.01,5.66
Permanente,Arauca,Plátano,Cosechas,2022,2.71,9.41,9.41,11.04,17.63,7.83,7.31,9.88,9.44,7.63,5.46,2.24
Permanente,Casanare,Plátano,Cosechas,2022,2.47,3.82,7.05,6.13,8.67,3.48,2.55,11.72,25.54,15.72,11.85,1.01
Permanente,Putumayo,Plátano,Cosechas,2022,0,0,0,0,0,5.75,0,0,0,62.98,7.54,23.73
Permanente,Amazonas,Plátano,Cosechas,2022,0,8.37,16.63,8.37,0,0,25,0,8.37,0,0,33.26
Permanente,Guainía,Plátano,Cosechas,2022,30,0,0,0,0,0,0,0,70,0,0,0
Permanente,Guaviare,Plátano,Cosechas,2022,0,0,0,0,0,0,0,0,11.32,2.05,52.47,34.16
Permanente,Vaupés,Plátano,Cosechas,2022,5.55,5.55,2.77,0,0,0,0,0,0,0,0,86.14
Permanente,Vichada,Plátano,Cosechas,2022,0,0,1.3,6.16,11.2,9.21,8.52,11.2,11.2,13.99,13.47,13.75
Permanente,Antioquia,Plátano,Siembras,2022,10.1,4.57,8.49,10.16,13.81,4.06,4.43,16.74,9,8.59,6.36,3.7
Permanente,Atlántico,Plátano,Siembras,2022,0,0,0,0,25,0,0,65,10,0,0,0
Permanente,Bolívar,Plátano,Siembras,2022,6.16,7.89,8.63,17.68,19.63,14.42,5.32,11.79,2.68,1.93,3.75,0.11
Permanente,Boyacá,Plátano,Siembras,2022,4.16,4.53,14.35,29.82,13.55,7.09,5.91,3.73,4.62,4.14,4.04,4.06
Permanente,Caldas,Plátano,Siembras,2022,19.55,12.91,11.23,7.29,6.84,5.43,7.95,6.17,8.58,7.27,4.98,1.82
Permanente,Caquetá,Plátano,Siembras,2022,8.8,40.07,13.41,0,0,0,4.53,8.8,24.4,0,0,0
Permanente,Cauca,Plátano,Siembras,2022,11.44,28.48,3.53,8.32,7.47,11.62,0,4.84,8.54,12.04,3.73,0
Permanente,Cesar,Plátano,Siembras,2022,0,10.7,20.59,19.79,8.5,6.74,6.74,6.74,6.74,6.74,6.74,0
Permanente,Córdoba,Plátano,Siembras,2022,0.14,0.14,0.15,7.22,38.36,20.78,9.31,16.81,5.36,1.34,0.2,0.2
Permanente,Cundinamarca,Plátano,Siembras,2022,3.86,3.19,2.03,5.53,6.27,6.39,7.54,22.3,20.11,22.28,0.37,0.12
Permanente,Chocó,Plátano,Siembras,2022,18.69,20.39,8.51,7.15,7.43,6,5.45,5.83,4.89,4.9,6.12,4.65
Permanente,Huila,Plátano,Siembras,2022,7.7,13.33,21.9,18.61,8.43,2.26,1.72,3.12,13.37,7.27,1.04,1.26
Permanente,La guajira,Plátano,Siembras,2022,0.31,0.61,0.61,35.08,34.93,0.6,0.61,0.76,13.51,12.07,0.61,0.31
Permanente,Magdalena,Plátano,Siembras,2022,44.81,30.17,25.02,0,0,0,0,0,0,0,0,0
Permanente,Meta,Plátano,Siembras,2022,0,0,25.03,30.96,3.93,5.48,0.98,1.38,1.97,16.35,13.91,0
Permanente,Nariño,Plátano,Siembras,2022,1.3,7.38,13.8,15.2,9.54,6.74,1.54,2.03,6.51,27.93,7.67,0.36
Permanente,Norte de Santander,Plátano,Siembras,2022,12.2,2.19,11.73,29.86,18.7,1.06,0.22,3.62,5.68,1.14,12.55,1.07
Permanente,Quindío,Plátano,Siembras,2022,8.19,9.25,28.17,1.98,5.94,19.78,1.98,1.48,16.94,0.99,4.3,0.99
Permanente,Risaralda,Plátano,Siembras,2022,2.09,17.31,38.93,24.67,2.52,1.93,3.02,2.58,2.49,1.79,1.79,0.89
Permanente,Santander,Plátano,Siembras,2022,0.66,3.45,24.1,24.03,25.9,1.04,1.96,1.28,8.53,4.2,3.45,1.4
Permanente,Sucre,Plátano,Siembras,2022,2.53,1.88,4.77,14.51,14.37,5.15,6.6,28.33,0.61,9.86,5.92,5.48
Permanente,Tolima,Plátano,Siembras,2022,14.6,11.09,10.91,13.58,5.29,3.81,3.34,4.9,10.51,10.22,4.97,6.79
Permanente,Valle del Cauca,Plátano,Siembras,2022,1.89,5.58,21.64,12.39,12.38,5.16,6.14,13.01,9.06,8.17,2.91,1.66
Permanente,Arauca,Plátano,Siembras,2022,0,0,27.29,35.3,13.9,7.89,0.49,14.37,0.77,0,0,0
Permanente,Casanare,Plátano,Siembras,2022,0,0,30.82,33.39,14.24,11.01,0,10.54,0,0,0,0
Permanente,Putumayo,Plátano,Siembras,2022,12.77,48.39,12.77,26.06,0,0,0,0,0,0,0,0
Permanente,Amazonas,Plátano,Siembras,2022,9.13,10.88,10.43,12.12,12.75,7.7,4.2,10.08,8.8,7.39,3.95,2.57
Permanente,Guainía,Plátano,Siembras,2022,30,0,0,0,0,0,0,0,70,0,0,0
Permanente,Guaviare,Plátano,Siembras,2022,9.13,10.88,10.43,12.12,12.75,7.7,4.2,10.08,8.8,7.39,3.95,2.57
Permanente,Vaupés,Plátano,Siembras,2022,50,50,0,0,0,0,0,0,0,0,0,0
Permanente,Vichada,Plátano,Siembras,2022,0,0,0,82.94,17.06,0,0,0,0,0,0,0
Transitorio,Boyacá,Quinua,Cosechas,2022,0,0,0,15.06,60.25,0,17.28,0,7.4,0,0,0
Transitorio,Cauca,Quinua,Cosechas,2022,19.53,14.84,0.34,0,12.65,25.29,25.29,0,2.06,0,0,0
Transitorio,Cundinamarca,Quinua,Cosechas,2022,0,0,58.33,6.48,0,35.19,0,0,0,0,0,0
Transitorio,Nariño,Quinua,Cosechas,2022,13.92,11.41,2.57,1.01,7.56,3.53,8.44,6.48,6.48,4.86,18.38,15.36
Transitorio,Boyacá,Quinua,Siembras,2022,14.77,59.07,18.31,0,7.85,0,0,0,0,0,0,0
