Ciclo,Departamento,Cultivo,Calendario,Año_EVA,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
Permanente,Boyacá,Caña miel,Cosechas,2022,10.75,10.03,13.05,13.16,6.71,5.81,5.37,8.02,7.68,7.45,6.35,5.62
Permanente,Cauca,Caña miel,Cosechas,2022,7.42,8.42,11.89,18.01,7.76,6.83,6.29,8.39,9.01,7.2,4.44,4.35
Permanente,Chocó,Caña miel,Cosechas,2022,9.77,9.77,8,8,8,8,8,8,8,8,8.23,8.23
Permanente,Santander,Caña miel,Cosechas,2022,5,5,10,10,10,10,5,10,10,15,5,5
Permanente,Arauca,Caña miel,Cosechas,2022,0.8,6.94,19.92,32.91,9.28,6.94,4.14,6.04,4.41,6.04,0.8,1.8
Permanente,Casanare,Caña miel,Cosechas,2022,0.41,0.1,10.25,68.74,9.75,0,9.75,0.5,0.5,0,0,0
Transitorio,"Archipiélago de San Andrés, Providencia y Santa Catalina",Maíz,Cosechas,2022,1.45,1.21,0.48,0.48,0,0,48.19,24.1,24.1,0,0,0
Permanente,Boyacá,Caña miel,Siembras,2022,2.11,3.2,17.05,15.5,14.27,3.56,2.74,7.87,14.67,14.29,3,1.76
Permanente,Cauca,Caña miel,Siembras,2022,3.77,4.01,10.13,27.65,11.94,4.88,3.79,5.51,9.05,9.71,5.25,4.32
Permanente,Chocó,Caña miel,Siembras,2022,8,8,8,8,8,8,8,8,8,8,10,10
Permanente,Santander,Caña miel,Siembras,2022,5.3,5.52,11.04,13.97,11.29,6.3,5.32,7.18,10.11,10.59,7.1,6.28
Permanente,Arauca,Caña miel,Siembras,2022,0,0,0,64.42,15.58,0,0,20,0,0,0,0
Permanente,Casanare,Caña miel,Siembras,2022,0,0,0,90,10,0,0,0,0,0,0,0
Transitorio,"Archipiélago de San Andrés, Providencia y Santa Catalina",Maíz,Siembras,2022,0,0,0,25,12.5,12.5,0,0,0,25,12.5,12.5
Permanente,Antioquia,Caña panelera,Cosechas,2022,8.79,8.69,9.5,8.66,8.35,8.71,9.73,9.85,7.84,6.85,6.94,6.1
Permanente,Bolívar,Caña panelera,Cosechas,2022,8.21,7.09,6.99,7.04,9.65,9.73,9.54,8.23,8.11,7.97,8.01,9.42
Permanente,Boyacá,Caña panelera,Cosechas,2022,7.52,10.17,9.56,7.85,6.87,9.27,8.42,11.04,7.86,8.24,6.28,6.92
Permanente,Caldas,Caña panelera,Cosechas,2022,4.14,6.18,5.22,8.15,25.03,7.92,9.07,4.26,12.63,11.12,4.56,1.75
Permanente,Caquetá,Caña panelera,Cosechas,2022,11.35,14.72,10.18,11.25,8.15,7.82,4.87,7.44,7.82,5.8,5.85,4.77
Permanente,Cauca,Caña panelera,Cosechas,2022,6.03,7.54,8.58,6.82,8.9,13.2,10.52,14.27,6.99,8.92,6.12,2.11
Permanente,Cesar,Caña panelera,Cosechas,2022,4.21,5.64,5.64,4.93,8.42,9.85,9.85,7.7,6.98,8.17,14.9,13.71
Permanente,Córdoba,Caña panelera,Cosechas,2022,9.74,36.75,36.39,5.92,6.28,1.26,0.73,0.37,0.37,0.73,0.73,0.73
Permanente,Cundinamarca,Caña panelera,Cosechas,2022,6.98,9.1,7.83,7.76,9.48,9.62,8.04,9.08,8.58,7.84,7.68,8.03
Permanente,Chocó,Caña panelera,Cosechas,2022,9.72,6.77,6.82,11.12,6.74,7.01,10.85,7.72,6.71,10.59,7.72,8.23
Permanente,Huila,Caña panelera,Cosechas,2022,6.39,13.23,3.4,11.01,2.45,11.01,7.04,10.49,2.47,10.81,12.78,8.93
Permanente,La guajira,Caña panelera,Cosechas,2022,0,0,0,29.28,29.28,0,0,0,20.72,20.72,0,0
Permanente,Meta,Caña panelera,Cosechas,2022,3.55,6.56,29.74,27.89,2.57,8.16,6.83,2.7,1.41,4.08,4.62,1.88
Permanente,Nariño,Caña panelera,Cosechas,2022,7.31,8.11,10.28,19.48,8.36,6.63,9.52,9.17,7.91,5.22,3.55,4.47
Permanente,Norte de Santander,Caña panelera,Cosechas,2022,3.56,3.26,12.11,13.88,7.12,4,3.89,13.46,13.33,8.94,7.22,9.23
Permanente,Quindío,Caña panelera,Cosechas,2022,24.15,22.23,2.48,2.7,2.7,2.47,31.74,3.07,2.47,2.99,2.99,0
Permanente,Risaralda,Caña panelera,Cosechas,2022,7.5,8.07,8.18,8.69,10.12,8.64,10.4,10.89,5.39,8.17,5.53,8.44
Permanente,Santander,Caña panelera,Cosechas,2022,14.13,5.81,8.14,6.29,8.19,8.49,13.18,5.44,17.03,4.23,5.26,3.83
Permanente,Sucre,Caña panelera,Cosechas,2022,8.07,7.84,16.87,16.91,9,13.27,5.59,7.56,1.66,5.97,1.36,5.9
Permanente,Tolima,Caña panelera,Cosechas,2022,7.72,5.86,6.18,9.78,13.39,11.48,6.33,5.56,5.09,8.28,12.87,7.47
Permanente,Valle del Cauca,Caña panelera,Cosechas,2022,7.1,8.89,8.1,9.99,8.12,9.54,7.99,9.61,6.63,9.78,7.66,6.59
Permanente,Casanare,Caña panelera,Cosechas,2022,2.18,1.29,26.57,26.65,17.71,8.77,8.77,1.29,1.29,1.46,1.05,2.98
Permanente,Putumayo,Caña panelera,Cosechas,2022,0,17.78,0,17.78,0,23.33,0,17.78,0,11.71,5.56,6.07
Permanente,Guaviare,Caña panelera,Cosechas,2022,0,0,19.01,13.48,16.39,2.62,23.65,6.22,8.09,7.25,0,3.29
Permanente,Vaupés,Caña panelera,Cosechas,2022,0,0,0,0,0,0,0,0,0,100,0,0
Permanente,Vichada,Caña panelera,Cosechas,2022,0,0,0,0,9.87,14.9,14.9,21.69,14.92,14.93,8.79,0
Permanente,Antioquia,Caña panelera,Siembras,2022,1.71,5.87,5.89,10.71,7.98,5.22,4.95,6.02,18.37,19.43,6.65,7.22
Permanente,Bolívar,Caña panelera,Siembras,2022,3.89,3.89,3.89,34.45,34.45,0,0,0,0,3.89,7.77,7.77
Permanente,Boyacá,Caña panelera,Siembras,2022,3.32,11.81,16.47,13.35,11.45,8.14,7.85,8.51,7.33,5.95,3.33,2.52
Permanente,Caldas,Caña panelera,Siembras,2022,13.92,9.01,17.83,14.78,14.02,2.96,3.89,11.38,3.63,3.85,2.65,2.09
Permanente,Caquetá,Caña panelera,Siembras,2022,1.85,8.02,36.64,16.58,5.14,4.79,0.13,8.27,9.7,4.87,3.03,0.99
Permanente,Cauca,Caña panelera,Siembras,2022,8.65,10.67,11.62,8.69,12.76,3.14,1.39,1.41,10.59,22.78,6.31,2
Permanente,Cesar,Caña panelera,Siembras,2022,0,0,50,50,0,0,0,0,0,0,0,0
Permanente,Córdoba,Caña panelera,Siembras,2022,0,0,0,53.81,36.94,9.25,0,0,0,0,0,0
Permanente,Cundinamarca,Caña panelera,Siembras,2022,1.68,1.63,16.47,18.6,7.64,12.6,12.24,15.77,7.72,3.46,1.63,0.57
Permanente,Chocó,Caña panelera,Siembras,2022,14.33,10.2,10.7,7.69,6.82,6.85,7.82,6.96,7.49,6.82,6.96,7.39
Permanente,Huila,Caña panelera,Siembras,2022,10.35,3.02,18.14,10.69,15.67,7.97,10.34,4.31,7.01,7.43,4.33,0.73
Permanente,La guajira,Caña panelera,Siembras,2022,1.18,1.18,1.18,47.65,22.94,1.18,1.77,0.59,10,10,1.18,1.18
Permanente,Meta,Caña panelera,Siembras,2022,0,0,32.32,32.01,19.67,5.95,4.2,1.17,2.34,2.34,0,0
Permanente,Nariño,Caña panelera,Siembras,2022,1.87,20.97,8.35,38.85,9.25,0.31,0,0,1.26,16.36,2.17,0.61
Permanente,Norte de Santander,Caña panelera,Siembras,2022,3.86,9.35,24.55,27.97,10.78,1.08,1.08,3.32,6.47,6.22,2.66,2.66
Permanente,Quindío,Caña panelera,Siembras,2022,0,0,40.62,0,0,11.97,0,0,42.28,5.13,0,0
Permanente,Risaralda,Caña panelera,Siembras,2022,13.53,13.35,16.59,6.59,6.68,2.14,5.54,13.51,13.51,2.14,4.28,2.14
Permanente,Santander,Caña panelera,Siembras,2022,10.53,6.32,13.56,4.97,22.41,5.86,9.77,4.96,6.18,4.49,9.43,1.53
Permanente,Sucre,Caña panelera,Siembras,2022,0,0,30,50,20,0,0,0,0,0,0,0
Permanente,Tolima,Caña panelera,Siembras,2022,4.67,17.99,20.71,25.18,6.84,3.66,1.33,0,3.68,9.1,6.84,0
Permanente,Valle del Cauca,Caña panelera,Siembras,2022,6.87,5.26,28.89,8.37,14.96,0.62,3.99,10.52,11.98,8.01,0.27,0.27
Permanente,Casanare,Caña panelera,Siembras,2022,0,0,0,20,40,20,20,0,0,0,0,0
Permanente,Putumayo,Caña panelera,Siembras,2022,0,34.35,0,33.06,0,30,0,2.59,0,0,0,0
Permanente,Amazonas,Caña panelera,Siembras,2022,25,0,25,0,0,25,0,25,0,0,0,0
Permanente,Guaviare,Caña panelera,Siembras,2022,0,36.1,10.83,0,12.3,34.63,6.15,0,0,0,0,0
Permanente,Vaupés,Caña panelera,Siembras,2022,50,50,0,0,0,0,0,0,0,0,0,0
Permanente,Vichada,Caña panelera,Siembras,2022,0,0,0,52.57,12.2,0,0,18.3,6.78,6.78,3.39,0
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mango,Cosechas,2022,9.88,4.14,3.16,11.81,15.77,16.86,15.19,3.26,1.82,2.65,6.06,9.4
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mango,Siembras,2022,1.57,5.04,8.04,13.43,26.92,15.59,8.54,6.43,3.76,7.51,2.99,0.17
Permanente,Antioquia,Cardamomo,Cosechas,2022,0.31,32.95,0.36,1.07,23.64,3.55,2.92,19.46,1.65,10.48,1.32,2.29
Permanente,Cauca,Cardamomo,Cosechas,2022,0,0,0,0,0,0,0,20,0,40,40,0
Permanente,Antioquia,Cardamomo,Siembras,2022,0,0,25.4,25.4,24.6,24.6,0,0,0,0,0,0
Permanente,Cauca,Cardamomo,Siembras,2022,10,30,10,20,30,0,0,0,0,0,0,0
Transitorio,Boyacá,Cebada,Cosechas,2022,5.55,0.99,0.09,0,0.03,0.06,6.92,16.3,53.24,7.81,0.24,8.76
Transitorio,Cundinamarca,Cebada,Cosechas,2022,4.94,9.88,4.94,0,0,19.75,40.12,20.37,0,0,0,0
Transitorio,Nariño,Cebada,Cosechas,2022,8.01,11.34,4.34,0,4.31,10.05,1.89,24.69,16.93,16.55,0.76,1.14
Transitorio,Boyacá,Cebada,Siembras,2022,0.08,5.52,42.7,27.16,0.06,0.1,4.62,3.37,10.08,6.32,0,0
Transitorio,Cundinamarca,Cebada,Siembras,2022,0,39.35,13.26,0,0,0,0,34.13,13.26,0,0,0
Transitorio,Nariño,Cebada,Siembras,2022,2.19,5.05,40.49,17.99,0.88,1.32,0,0,12.7,19.34,0.03,0
Transitorio,Boyacá,Cebolla de bulbo,Cosechas,2022,7.17,5.51,5.44,3.58,4.91,5.76,11.91,12.76,9.14,7.9,6.67,19.25
Transitorio,Caldas,Cebolla de bulbo,Cosechas,2022,0,0,27.78,38.89,33.33,0,0,0,0,0,0,0
Transitorio,Cesar,Cebolla de bulbo,Cosechas,2022,2.21,3.07,6.85,8.51,0.37,0.49,0,18.71,29.2,11.05,18.69,0.85
Transitorio,Cundinamarca,Cebolla de bulbo,Cosechas,2022,6.19,20.47,8.92,4.39,10.3,3.01,8.85,5.24,9.62,4.4,9.22,9.4
Transitorio,Huila,Cebolla de bulbo,Cosechas,2022,7.11,8.29,7.8,10.16,9.6,10.18,11.67,3.39,8.31,9.07,2.23,12.2
Transitorio,Nariño,Cebolla de bulbo,Cosechas,2022,0.55,16.05,15.77,9.37,3.29,4.36,9.67,30.27,9.26,0.46,0.47,0.48
Transitorio,Norte de Santander,Cebolla de bulbo,Cosechas,2022,7.18,10.76,12.85,5.41,8.62,19.47,16.47,4.98,2.03,3.83,2.3,6.1
Transitorio,Santander,Cebolla de bulbo,Cosechas,2022,10.56,4.29,4.28,0.04,0.47,15.64,5.59,6.85,26.54,5.38,9.28,11.08
Transitorio,Valle del Cauca,Cebolla de bulbo,Cosechas,2022,14.39,2.59,0.88,2.23,5.99,16.47,17.45,11.18,1.87,0.5,13.3,13.14
Transitorio,Boyacá,Cebolla de bulbo,Siembras,2022,7.3,10.68,11.84,10.32,6.7,4.52,12.16,14.24,7.97,5.54,5.22,3.52
Transitorio,Caldas,Cebolla de bulbo,Siembras,2022,30,10,25,35,0,0,0,0,0,0,0,0
Transitorio,Cesar,Cebolla de bulbo,Siembras,2022,0,0.43,21.37,35.53,14.58,0,1.15,1.22,25.25,0.46,0,0
Transitorio,Cundinamarca,Cebolla de bulbo,Siembras,2022,10.67,4.45,15.08,4.82,7.14,0,4.24,10.63,17.55,11.79,8.41,5.23
Transitorio,Huila,Cebolla de bulbo,Siembras,2022,5.38,5.69,11.69,12,4.49,6.26,8.36,8.81,10.08,10,7.56,9.68
Transitorio,Nariño,Cebolla de bulbo,Siembras,2022,4.73,10.67,25.76,12.91,14.71,0.95,0.01,0,3.91,2.11,12.65,11.59
Transitorio,Norte de Santander,Cebolla de bulbo,Siembras,2022,4.32,17.15,16.54,5.11,4.2,3.86,5.4,5.23,9.09,7.66,10.27,11.17
Transitorio,Santander,Cebolla de bulbo,Siembras,2022,15.95,6.79,6.79,27.41,0.99,0.34,4.37,8.2,10.35,10.55,4.23,4.02
Transitorio,Valle del Cauca,Cebolla de bulbo,Siembras,2022,2.81,14.72,15.45,12.55,2.69,2.43,15.79,10.98,14.95,0.73,4.06,2.84
Transitorio,Antioquia,Cebolla de rama,Cosechas,2022,0,0,5.39,7.45,2.73,12.46,13.09,11.17,13.41,14.02,10.98,9.32
Transitorio,Atlántico,Cebolla de rama,Cosechas,2022,0,0,6.94,17.36,6.94,17.36,10.42,10.42,0,0,0,30.56
Transitorio,Boyacá,Cebolla de rama,Cosechas,2022,18.84,4.46,10.56,9,9,6.1,6.1,6.1,6.1,6.1,3.05,14.58
Transitorio,Caldas,Cebolla de rama,Cosechas,2022,10.13,5.32,0.02,0.75,24.07,14.74,10.15,0.58,0.31,0.05,18.7,15.19
Transitorio,Caquetá,Cebolla de rama,Cosechas,2022,0,0,2.78,4.64,9.28,9.28,23.19,18.55,2.78,13.92,4.64,10.95
Transitorio,Cauca,Cebolla de rama,Cosechas,2022,8.17,7.66,5.6,4.49,5.19,15.72,10.69,17.35,9.8,4.54,4.11,6.69
Transitorio,Cesar,Cebolla de rama,Cosechas,2022,6.44,0,0,0,0,0,0,30.67,30.67,0,32.21,0
Transitorio,Cundinamarca,Cebolla de rama,Cosechas,2022,9.91,11.77,10.07,7.55,7.55,7.55,7.55,7.55,9.43,0,0,21.07
Transitorio,Chocó,Cebolla de rama,Cosechas,2022,0,0,0.67,5.07,12.54,7.47,9.96,9.96,4.98,0,19.57,29.78
Transitorio,Huila,Cebolla de rama,Cosechas,2022,0,0,7.81,7.43,5.29,10.49,7.96,16.39,13.35,10.01,11.31,9.98
Transitorio,Nariño,Cebolla de rama,Cosechas,2022,0,0,9.46,7.99,11.46,9.99,9.95,13.59,13.59,7.99,7.99,7.99
Transitorio,Norte de Santander,Cebolla de rama,Cosechas,2022,0,0,0,0,2.09,2.09,10.18,27.09,27.09,17.82,13.65,0
Transitorio,Risaralda,Cebolla de rama,Cosechas,2022,7.01,3.42,19.71,19.26,16.74,14.23,0.45,2.72,2.72,0.45,0.45,12.83
Transitorio,Santander,Cebolla de rama,Cosechas,2022,14.71,11.46,17.58,9.21,0.68,1.5,2.18,3.18,2.5,1.82,1.82,33.35
Transitorio,Tolima,Cebolla de rama,Cosechas,2022,0.61,0.55,0.49,4.21,4.21,1.14,50.79,33.21,0.11,0.11,3.47,1.11
Transitorio,Valle del Cauca,Cebolla de rama,Cosechas,2022,0.14,0,11.1,11.24,11.35,11.42,8.94,8.93,7.02,6.93,11.85,11.1
Transitorio,Antioquia,Cebolla de rama,Siembras,2022,19.1,17.22,14.08,17.85,12.53,19.22,0,0,0,0,0,0
Transitorio,Atlántico,Cebolla de rama,Siembras,2022,12.3,3.1,2.33,11.52,2.33,20.72,19.2,2.33,2.33,18.42,2.33,3.1
Transitorio,Boyacá,Cebolla de rama,Siembras,2022,7.31,7.31,7.31,7.31,9.75,9.75,10.12,22.05,5.52,5.52,4.04,4.04
Transitorio,Caldas,Cebolla de rama,Siembras,2022,17.96,13.91,9.87,5.69,1.03,0.65,23.02,14.63,9.93,1.59,1.6,0.13
Transitorio,Caquetá,Cebolla de rama,Siembras,2022,2.5,7.5,12.5,12.5,7.5,7.5,5,10,10,10,7.5,7.5
Transitorio,Cauca,Cebolla de rama,Siembras,2022,15.75,10.84,8.91,6.45,6.38,6.06,5.72,7.65,9.41,7.71,8.4,6.73
Transitorio,Cesar,Cebolla de rama,Siembras,2022,0,0,22.73,22.73,0,0,10.91,16.36,27.27,0,0,0
Transitorio,Cundinamarca,Cebolla de rama,Siembras,2022,7.2,7.2,7.2,7.2,7.2,9,16.18,7.98,9.35,6.61,6.61,8.27
Transitorio,Chocó,Cebolla de rama,Siembras,2022,4.78,7.78,4.67,7.22,6.89,3.11,1.67,0,18.67,19.67,18.67,6.89
Transitorio,Huila,Cebolla de rama,Siembras,2022,13.31,13.82,21.52,21.97,14.89,14.49,0,0,0,0,0,0
Transitorio,Nariño,Cebolla de rama,Siembras,2022,14.48,12.53,20.51,18.56,18.26,15.66,0,0,0,0,0,0
Transitorio,Norte de Santander,Cebolla de rama,Siembras,2022,1.96,7.58,27.47,30.64,17.76,14.59,0,0,0,0,0,0
Transitorio,Risaralda,Cebolla de rama,Siembras,2022,7.73,7.73,14.9,10.63,7.53,1.49,9.71,9.71,7.17,9.94,6.74,6.74
Transitorio,Santander,Cebolla de rama,Siembras,2022,1.75,8.31,9.08,9.84,9.07,7.3,16.73,16.78,11,4.01,3.38,2.75
Transitorio,Tolima,Cebolla de rama,Siembras,2022,11.84,27.39,13.52,3.15,0.13,0.13,0.26,25.88,17.32,0.13,0.13,0.13
Transitorio,Valle del Cauca,Cebolla de rama,Siembras,2022,15.73,16.22,18.2,17.9,15.97,15.97,0,0,0,0,0,0
Permanente,Boyacá,Chamba,Cosechas,2022,0,0,0,0,0,0,8.33,16.67,51.67,13.33,10,0
Permanente,Boyacá,Chamba,Siembras,2022,0,0,10,60,10,0,0,0,10,10,0,0
Permanente,Boyacá,Chirimoya,Cosechas,2022,7.5,7.5,1.67,0,0,0,0,0,28.57,16.67,19.05,19.05
Permanente,Cauca,Chirimoya,Cosechas,2022,21.24,5.03,1.12,0,0.16,0.22,0.16,0,19.15,11.17,12.77,28.98
Permanente,Cundinamarca,Chirimoya,Cosechas,2022,21.24,5.03,1.12,0,0.16,0.22,0.16,0,19.15,11.17,12.77,28.98
Permanente,Nariño,Chirimoya,Cosechas,2022,10.53,0,0,0,23.68,31.58,23.68,0,0,0,0,10.53
Permanente,Risaralda,Chirimoya,Cosechas,2022,21.24,5.03,1.12,0,0.16,0.22,0.16,0,19.15,11.17,12.77,28.98
Permanente,Santander,Chirimoya,Cosechas,2022,40.18,1.62,0.36,0,0.39,0.51,0.39,0,6.17,3.6,4.11,42.67
Permanente,Boyacá,Chirimoya,Siembras,2022,33.38,33.38,29.93,3.31,0,0,0,0,0,0,0,0
Permanente,Cauca,Chirimoya,Siembras,2022,14.29,14.29,43.57,2.86,0,0,0,0,0,25,0,0
Permanente,Cundinamarca,Chirimoya,Siembras,2022,14.29,14.29,43.57,2.86,0,0,0,0,0,25,0,0
Permanente,Nariño,Chirimoya,Siembras,2022,0,0,50,0,0,0,0,0,0,50,0,0
Permanente,Risaralda,Chirimoya,Siembras,2022,14.29,14.29,43.57,2.86,0,0,0,0,0,25,0,0
Permanente,Santander,Chirimoya,Siembras,2022,14.29,14.29,43.57,2.86,0,0,0,0,0,25,0,0
Permanente,Caldas,Chontaduro,Cosechas,2022,0,0,0,50,0,0,0,0,0,50,0,0
Permanente,Caquetá,Chontaduro,Cosechas,2022,1.96,11.88,5.87,3.8,4,15.4,22.5,2.84,1.84,23.98,2.96,2.96
Permanente,Cauca,Chontaduro,Cosechas,2022,15,20,5,10,0,0,0,20,20,10,0,0
Permanente,Chocó,Chontaduro,Cosechas,2022,9.54,9.42,0.33,1.64,1.16,0.58,27.89,27.89,1.08,0.91,10.01,9.55
Permanente,Meta,Chontaduro,Cosechas,2022,18.61,16.02,1.6,4.53,0.33,0.37,8.21,13.12,10.73,11.54,10.62,4.33
Permanente,Nariño,Chontaduro,Cosechas,2022,0.06,0.85,0.17,25.77,1.13,0.33,21.57,1.42,0.22,11.53,36.89,0.06
Permanente,Quindío,Chontaduro,Cosechas,2022,18.61,16.02,1.6,4.53,0.33,0.37,8.21,13.12,10.73,11.54,10.62,4.33
Permanente,Risaralda,Chontaduro,Cosechas,2022,18.61,16.02,1.6,4.53,0.33,0.37,8.21,13.12,10.73,11.54,10.62,4.33
Permanente,Valle del Cauca,Chontaduro,Cosechas,2022,29.32,19.55,0.34,0.34,0.46,0,9.77,9.77,9.77,0.46,20,0.23
Permanente,Putumayo,Chontaduro,Cosechas,2022,0,2.49,0,0,0,0,2.21,0,0,53.78,0,41.53
Permanente,Amazonas,Chontaduro,Cosechas,2022,18.61,16.02,1.6,4.53,0.33,0.37,8.21,13.12,10.73,11.54,10.62,4.33
Permanente,Guaviare,Chontaduro,Cosechas,2022,18.61,16.02,1.6,4.53,0.33,0.37,8.21,13.12,10.73,11.54,10.62,4.33
Permanente,Vaupés,Chontaduro,Cosechas,2022,4.76,6.34,3.17,0,0,0,0,1.59,0,0,42.07,42.07
Permanente,Caldas,Chontaduro,Siembras,2022,3.66,15.41,2.77,24.2,7.23,8.42,5.07,3.76,11.78,7.27,5.64,4.79
Permanente,Caquetá,Chontaduro,Siembras,2022,0,0,0,0,25,25,0,25,25,0,0,0
Permanente,Cauca,Chontaduro,Siembras,2022,0,0,0,30,10,10,0,0,30,10,10,0
Permanente,Chocó,Chontaduro,Siembras,2022,6.14,10.79,6.14,10.79,6.14,6.14,10.79,6.14,6.14,10.79,7.68,12.32
Permanente,Meta,Chontaduro,Siembras,2022,3.42,14.44,2.94,23.4,7.24,8.79,5.13,4.31,11.96,7.46,5.75,5.16
Permanente,Nariño,Chontaduro,Siembras,2022,0.99,0.99,0.99,46.05,0.99,46.05,0.99,0.99,0.99,0.99,0,0
Permanente,Quindío,Chontaduro,Siembras,2022,3.42,14.44,2.94,23.4,7.24,8.79,5.13,4.31,11.96,7.46,5.75,5.16
Permanente,Risaralda,Chontaduro,Siembras,2022,3.42,14.44,2.94,23.4,7.24,8.79,5.13,4.31,11.96,7.46,5.75,5.16
Permanente,Valle del Cauca,Chontaduro,Siembras,2022,3.66,15.41,2.77,24.2,7.23,8.42,5.07,3.76,11.78,7.27,5.64,4.79
Permanente,Putumayo,Chontaduro,Siembras,2022,2.23,48.67,0,45.55,2.23,0,1.34,0,0,0,0,0
Permanente,Amazonas,Chontaduro,Siembras,2022,3.42,14.44,2.94,23.4,7.24,8.79,5.13,4.31,11.96,7.46,5.75,5.16
Permanente,Guaviare,Chontaduro,Siembras,2022,3.42,14.44,2.94,23.4,7.24,8.79,5.13,4.31,11.96,7.46,5.75,5.16
Permanente,Vaupés,Chontaduro,Siembras,2022,50,50,0,0,0,0,0,0,0,0,0,0
Transitorio,Antioquia,Cilantro,Cosechas,2022,10.22,10.5,9.6,9.37,10.01,9.69,11.26,10.99,2.74,2.85,6.22,6.56
Transitorio,Atlántico,Cilantro,Cosechas,2022,0,0,35,15,0,0,0,0,45,5,0,0
Transitorio,Bolívar,Cilantro,Cosechas,2022,22.73,22.73,0,0,0,0,0,0,0,18.18,18.18,18.18
Transitorio,Boyacá,Cilantro,Cosechas,2022,6.27,6.27,9.01,9.01,12.85,12.65,11.6,4.15,4.85,5.16,9.24,8.93
Transitorio,Caldas,Cilantro,Cosechas,2022,9.94,0,5.29,21.96,17.91,4.3,9.07,3.4,1.08,19.35,6.83,0.86
Transitorio,Caquetá,Cilantro,Cosechas,2022,17.72,12.66,2.53,10.13,10.13,10.13,10.13,9.7,4.22,4.22,4.22,4.22
Transitorio,Cauca,Cilantro,Cosechas,2022,12.3,10.18,5.38,14.52,17.92,11.79,0.97,0.79,0.71,0.76,13.12,11.58
Transitorio,Cesar,Cilantro,Cosechas,2022,1.75,0,0,0,0,17.54,17.54,0,0,0,31.58,31.58
Transitorio,Cundinamarca,Cilantro,Cosechas,2022,0.98,0.45,8.13,7.2,6.52,9,21.39,11.98,7.69,8.8,6.88,10.99
Transitorio,Chocó,Cilantro,Cosechas,2022,0,0,7.37,14.64,11.01,14.64,14.68,7.38,0,10.1,10.07,10.11
Transitorio,Magdalena,Cilantro,Cosechas,2022,0,0,0,40.2,20.18,1.78,0,0,0,26.69,8.53,2.62
Transitorio,Nariño,Cilantro,Cosechas,2022,16.91,0.57,2.45,7.61,45.46,16.51,2.07,1.76,0.61,0,2.62,3.43
Transitorio,Norte de Santander,Cilantro,Cosechas,2022,10.17,3.32,3.35,4.34,7.49,7.28,4.11,5.62,8.82,9.47,14.85,21.18
Transitorio,Risaralda,Cilantro,Cosechas,2022,0,0,15.81,21.4,16.74,11.16,13.95,13.95,1.16,2.33,2.33,1.16
Transitorio,Santander,Cilantro,Cosechas,2022,7.71,7.71,15.75,5.25,10.5,5.25,5.25,10.5,4.01,4.01,12.03,12.03
Transitorio,Tolima,Cilantro,Cosechas,2022,5.23,0,0.17,0.09,21.05,21.05,0.13,0,0,0,26.14,26.14
Transitorio,Valle del Cauca,Cilantro,Cosechas,2022,3.12,1.48,5,9.19,11.21,10.89,8.24,6.48,3.8,12.31,16.7,11.58
Transitorio,Amazonas,Cilantro,Cosechas,2022,96.91,0.55,0.36,0,0.36,0.36,0,0.36,0.55,0,0.55,0
Transitorio,Vichada,Cilantro,Cosechas,2022,10.57,1.84,7.52,9.05,16.72,8.62,7.7,5.12,3.96,8.12,12.88,7.9
Transitorio,Antioquia,Cilantro,Siembras,2022,8.1,7.82,8.54,8.19,9.26,9.01,8.93,6.57,9.94,8.05,6.67,8.92
Transitorio,Atlántico,Cilantro,Siembras,2022,35,15,0,0,0,0,45,5,0,0,0,0
Transitorio,Bolívar,Cilantro,Siembras,2022,0,0,0,0,0,0,0,20,20,20,20,20
Transitorio,Boyacá,Cilantro,Siembras,2022,7.22,7.22,12.67,12.39,10.9,4.11,4.66,4.66,9.54,8.66,9,9
Transitorio,Caldas,Cilantro,Siembras,2022,2.53,18.47,8.25,13.13,5.03,3.17,16.83,9.88,8.02,7.15,3.88,3.66
Transitorio,Caquetá,Cilantro,Siembras,2022,2.5,10,10,10,10,7.5,5,7.5,7.5,7.5,12.5,10
Transitorio,Cauca,Cilantro,Siembras,2022,5.42,12.73,16.06,9.27,0.74,0.57,5.82,12.84,12.38,22.35,0.98,0.84
Transitorio,Cesar,Cilantro,Siembras,2022,0,0,0,22.73,22.73,0,0,27.27,27.27,0,0,0
Transitorio,Cundinamarca,Cilantro,Siembras,2022,7.04,5.34,5.65,6.67,16.05,8.87,5.84,6.54,5.15,8.5,16.63,7.73
Transitorio,Chocó,Cilantro,Siembras,2022,5.49,10.36,7.93,10.36,10.6,5.26,7.69,7.38,7.54,9.85,10.08,7.46
Transitorio,Magdalena,Cilantro,Siembras,2022,0,43.43,17.2,1.14,0,0,29.4,8.01,0.82,0,0,0
Transitorio,Nariño,Cilantro,Siembras,2022,2.67,9.32,55.58,19.74,2.27,2.11,1.76,0.28,0.45,2.76,3.07,0
Transitorio,Norte de Santander,Cilantro,Siembras,2022,3.22,4.46,10.62,10.41,7.33,7.29,5.11,7.19,11.79,20.43,9.3,2.84
Transitorio,Risaralda,Cilantro,Siembras,2022,8.5,11.5,9,6,7.5,7.5,7,13,11.5,3.5,6,9
